sample_id,slope_angle,slope_height,rock_type,fracture_density,rainfall_24h,days_since_blast,risk_score,risk_percentage,risk_category,risk_message,timestamp
8465,56.6,452.9,Limestone,High,4.6,4,0.380286,38.03,Low,Safe operations,2025-09-28T00:33:43.187371
8466,45.4,169.6,Shale,Low,14.6,26,0.233743,23.37,Low,Safe operations,2025-09-28T00:33:43.187415
8467,63.9,765.5,Sandstone,Medium,35.7,19,0.51528,51.53,Medium,Caution advised,2025-09-28T00:33:43.187459
8468,51.3,292.6,Granite,Low,12.9,19,0.13224,13.22,Low,Safe operations,2025-09-28T00:33:43.187485
8469,57.6,279.4,Sandstone,Low,9.2,4,0.310348,31.03,Low,Safe operations,2025-09-28T00:33:43.187511
8470,46.0,479.8,Shale,Medium,6.4,9,0.370664,37.07,Low,Safe operations,2025-09-28T00:33:43.187537
8471,46.0,424.2,Shale,Medium,54.8,16,0.414432,41.44,Medium,Caution advised,2025-09-28T00:33:43.187563
8472,67.7,489.8,Limestone,Low,7.1,27,0.292868,29.29,Low,Safe operations,2025-09-28T00:33:43.187589
8473,40.4,337.7,Limestone,Medium,37.3,6,0.27714,27.71,Low,Safe operations,2025-09-28T00:33:43.187616
8474,54.9,276.1,Granite,Medium,7.0,7,0.218144,21.81,Low,Safe operations,2025-09-28T00:33:43.187651
8475,43.4,392.7,Limestone,High,35.7,4,0.356699,35.67,Low,Safe operations,2025-09-28T00:33:43.187679
8476,32.1,415.6,Sandstone,High,5.3,21,0.311922,31.19,Low,Safe operations,2025-09-28T00:33:43.187723
8477,40.9,446.6,Granite,Medium,12.5,3,0.260374,26.04,Low,Safe operations,2025-09-28T00:33:43.187751
8478,32.5,516.7,Granite,High,4.8,11,0.253243,25.32,Low,Safe operations,2025-09-28T00:33:43.187793
8479,68.6,502.8,Limestone,Medium,10.2,0,0.448272,44.83,Medium,Caution advised,2025-09-28T00:33:43.187821
8480,45.5,254.0,Sandstone,High,46.0,9,0.372456,37.25,Low,Safe operations,2025-09-28T00:33:43.187848
8481,69.2,540.0,Limestone,High,35.1,23,0.440031,44.0,Medium,Caution advised,2025-09-28T00:33:43.187876
8482,61.6,336.5,Limestone,Medium,10.9,0,0.366578,36.66,Low,Safe operations,2025-09-28T00:33:43.187904
8483,73.4,422.1,Sandstone,High,13.8,12,0.462917,46.29,Medium,Caution advised,2025-09-28T00:33:43.187931
8484,40.6,124.8,Sandstone,Medium,12.0,14,0.22132,22.13,Low,Safe operations,2025-09-28T00:33:43.187973
8485,46.3,550.5,Limestone,Medium,12.1,12,0.281752,28.18,Low,Safe operations,2025-09-28T00:33:43.188000
8486,68.8,588.6,Sandstone,Low,11.3,24,0.394253,39.43,Low,Safe operations,2025-09-28T00:33:43.188026
8487,86.6,290.6,Limestone,Medium,6.3,6,0.442848,44.28,Medium,Caution advised,2025-09-28T00:33:43.188072
8488,62.7,269.0,Shale,Medium,10.1,27,0.355267,35.53,Low,Safe operations,2025-09-28T00:33:43.188104
8489,61.5,463.9,Limestone,Medium,42.1,12,0.352977,35.3,Low,Safe operations,2025-09-28T00:33:43.188131
8490,59.0,451.8,Sandstone,Medium,36.2,3,0.449586,44.96,Medium,Caution advised,2025-09-28T00:33:43.188157
8491,34.9,477.9,Shale,Medium,12.7,12,0.33702,33.7,Low,Safe operations,2025-09-28T00:33:43.188198
8492,64.2,487.2,Limestone,Medium,1.8,12,0.323533,32.35,Low,Safe operations,2025-09-28T00:33:43.188225
8493,70.4,491.5,Limestone,Medium,13.4,21,0.356202,35.62,Low,Safe operations,2025-09-28T00:33:43.188252
8494,50.8,500.0,Sandstone,High,7.6,25,0.375304,37.53,Low,Safe operations,2025-09-28T00:33:43.188278
8495,34.6,432.8,Limestone,Low,50.9,0,0.340054,34.01,Low,Safe operations,2025-09-28T00:33:43.188320
8496,50.9,320.4,Limestone,Low,10.8,4,0.236489,23.65,Low,Safe operations,2025-09-28T00:33:43.188347
8497,80.9,189.6,Limestone,Low,1.5,20,0.294955,29.5,Low,Safe operations,2025-09-28T00:33:43.188399
8498,42.0,286.5,Limestone,High,46.6,4,0.352055,35.21,Low,Safe operations,2025-09-28T00:33:43.188428
8499,53.7,294.8,Limestone,Low,25.7,3,0.264255,26.43,Low,Safe operations,2025-09-28T00:33:43.188464
8500,62.4,264.7,Limestone,Medium,4.4,26,0.250942,25.09,Low,Safe operations,2025-09-28T00:33:43.188495
8501,50.2,277.5,Limestone,Medium,41.1,4,0.313032,31.3,Low,Safe operations,2025-09-28T00:33:43.188521
8502,74.3,313.1,Limestone,Low,34.0,13,0.312369,31.24,Low,Safe operations,2025-09-28T00:33:43.188548
8503,66.2,135.2,Shale,Medium,9.8,7,0.385802,38.58,Low,Safe operations,2025-09-28T00:33:43.188592
8504,62.0,371.3,Shale,Low,12.6,26,0.333146,33.31,Low,Safe operations,2025-09-28T00:33:43.188620
8505,60.4,371.7,Sandstone,Medium,7.9,15,0.328782,32.88,Low,Safe operations,2025-09-28T00:33:43.188646
8506,73.5,560.4,Sandstone,Medium,6.3,5,0.584598,58.46,Medium,Caution advised,2025-09-28T00:33:43.188672
8507,45.2,585.7,Shale,High,22.4,8,0.468744,46.87,Medium,Caution advised,2025-09-28T00:33:43.188698
8508,31.2,579.0,Limestone,High,0.7,9,0.324793,32.48,Low,Safe operations,2025-09-28T00:33:43.188739
8509,47.8,522.4,Sandstone,High,4.3,6,0.415379,41.54,Medium,Caution advised,2025-09-28T00:33:43.188767
8510,58.1,545.9,Shale,Medium,2.3,10,0.425743,42.57,Medium,Caution advised,2025-09-28T00:33:43.188792
8511,56.4,265.4,Shale,Medium,8.1,29,0.32687,32.69,Low,Safe operations,2025-09-28T00:33:43.188818
8512,67.0,497.6,Sandstone,Low,11.7,20,0.354304,35.43,Low,Safe operations,2025-09-28T00:33:43.188844
8513,54.4,391.0,Sandstone,Medium,44.6,3,0.43284,43.28,Medium,Caution advised,2025-09-28T00:33:43.188874
8514,61.0,724.5,Sandstone,Low,7.4,4,0.546556,54.66,Medium,Caution advised,2025-09-28T00:33:43.188916
8515,54.0,522.1,Shale,High,8.4,10,0.448946,44.89,Medium,Caution advised,2025-09-28T00:33:43.188942
8516,33.2,351.1,Limestone,High,31.2,6,0.304487,30.45,Low,Safe operations,2025-09-28T00:33:43.188985
8517,63.8,515.8,Limestone,Low,13.4,0,0.38554,38.55,Low,Safe operations,2025-09-28T00:33:43.189012
8518,47.5,197.9,Shale,Low,54.9,21,0.321346,32.13,Low,Safe operations,2025-09-28T00:33:43.189053
8519,49.3,311.8,Limestone,Low,48.5,10,0.246318,24.63,Low,Safe operations,2025-09-28T00:33:43.189080
8520,60.0,469.0,Limestone,Medium,8.9,12,0.301092,30.11,Low,Safe operations,2025-09-28T00:33:43.189106
8521,86.5,769.5,Shale,Low,5.2,23,0.612154,61.22,Medium,Caution advised,2025-09-28T00:33:43.189155
8522,80.2,251.5,Limestone,Medium,1.7,11,0.356483,35.65,Low,Safe operations,2025-09-28T00:33:43.189196
8523,70.4,269.6,Shale,Medium,13.7,4,0.537191,53.72,Medium,Caution advised,2025-09-28T00:33:43.189226
8524,62.3,454.2,Sandstone,High,53.6,8,0.511616,51.16,Medium,Caution advised,2025-09-28T00:33:43.189254
8525,74.9,593.5,Shale,Medium,0.1,15,0.511733,51.17,Medium,Caution advised,2025-09-28T00:33:43.189280
8526,46.0,442.6,Sandstone,High,2.1,3,0.411457,41.15,Medium,Caution advised,2025-09-28T00:33:43.189307
8527,53.5,459.4,Granite,Medium,3.9,7,0.260456,26.05,Low,Safe operations,2025-09-28T00:33:43.189335
8528,56.8,427.1,Shale,Medium,11.7,28,0.371321,37.13,Low,Safe operations,2025-09-28T00:33:43.189365
8529,71.7,765.7,Sandstone,Low,6.2,10,0.491964,49.2,Medium,Caution advised,2025-09-28T00:33:43.189408
8530,59.4,290.6,Limestone,Medium,51.0,25,0.314902,31.49,Low,Safe operations,2025-09-28T00:33:43.189439
8531,42.7,401.7,Sandstone,Low,12.3,27,0.236057,23.61,Low,Safe operations,2025-09-28T00:33:43.189465
8532,45.1,395.4,Limestone,Medium,10.5,9,0.245143,24.51,Low,Safe operations,2025-09-28T00:33:43.189490
8533,51.1,147.9,Sandstone,Medium,14.0,28,0.252236,25.22,Low,Safe operations,2025-09-28T00:33:43.189533
8534,65.1,291.0,Limestone,Medium,5.2,1,0.358899,35.89,Low,Safe operations,2025-09-28T00:33:43.189559
8535,56.2,580.5,Limestone,Medium,39.8,0,0.459119,45.91,Medium,Caution advised,2025-09-28T00:33:43.189585
8536,50.7,430.6,Shale,Medium,10.3,0,0.449595,44.96,Medium,Caution advised,2025-09-28T00:33:43.189611
8537,58.3,714.5,Sandstone,Medium,5.4,1,0.5245,52.45,Medium,Caution advised,2025-09-28T00:33:43.189661
8538,64.6,292.9,Granite,Low,7.5,2,0.262662,26.27,Low,Safe operations,2025-09-28T00:33:43.189691
8539,66.2,420.2,Sandstone,Medium,10.0,4,0.510831,51.08,Medium,Caution advised,2025-09-28T00:33:43.189718
8540,69.6,289.9,Shale,Medium,56.5,4,0.620439,62.04,Medium,Caution advised,2025-09-28T00:33:43.189745
8541,56.5,171.1,Sandstone,Low,4.1,11,0.234109,23.41,Low,Safe operations,2025-09-28T00:33:43.189787
8542,68.8,433.5,Granite,High,1.5,5,0.38145,38.15,Low,Safe operations,2025-09-28T00:33:43.189815
8543,87.2,594.8,Granite,High,12.0,19,0.502471,50.25,Medium,Caution advised,2025-09-28T00:33:43.189858
8544,66.8,337.3,Sandstone,Low,9.2,19,0.305637,30.56,Low,Safe operations,2025-09-28T00:33:43.189885
8545,50.9,354.1,Sandstone,Medium,11.7,11,0.299885,29.99,Low,Safe operations,2025-09-28T00:33:43.189915
8546,81.4,745.2,Shale,Medium,10.2,27,0.614015,61.4,Medium,Caution advised,2025-09-28T00:33:43.189970
8547,60.6,726.9,Sandstone,High,3.6,29,0.494232,49.42,Medium,Caution advised,2025-09-28T00:33:43.190012
8548,42.6,500.2,Sandstone,High,7.4,14,0.352938,35.29,Low,Safe operations,2025-09-28T00:33:43.190040
8549,42.2,180.8,Granite,Medium,49.7,25,0.195773,19.58,Low,Safe operations,2025-09-28T00:33:43.190081
8550,44.0,310.6,Limestone,Medium,2.6,0,0.296334,29.63,Low,Safe operations,2025-09-28T00:33:43.190109
8551,53.1,326.9,Sandstone,High,11.9,0,0.435629,43.56,Medium,Caution advised,2025-09-28T00:33:43.190135
8552,74.5,523.6,Sandstone,Medium,2.1,1,0.614704,61.47,Medium,Caution advised,2025-09-28T00:33:43.190162
8553,61.3,564.5,Sandstone,Medium,1.9,15,0.390723,39.07,Low,Safe operations,2025-09-28T00:33:43.190189
8554,70.0,342.8,Granite,Medium,5.7,6,0.310573,31.06,Low,Safe operations,2025-09-28T00:33:43.190215
8555,74.2,419.9,Granite,High,2.0,1,0.445711,44.57,Medium,Caution advised,2025-09-28T00:33:43.190241
8556,54.9,339.4,Limestone,Low,3.2,1,0.281247,28.12,Low,Safe operations,2025-09-28T00:33:43.190266
8557,45.6,285.5,Shale,Medium,3.2,9,0.316072,31.61,Low,Safe operations,2025-09-28T00:33:43.190292
8558,81.8,350.6,Sandstone,Medium,7.5,24,0.441602,44.16,Medium,Caution advised,2025-09-28T00:33:43.190333
8559,52.8,536.5,Limestone,Medium,8.8,2,0.368859,36.89,Low,Safe operations,2025-09-28T00:33:43.190360
8560,68.4,554.7,Granite,Medium,10.9,23,0.324942,32.49,Low,Safe operations,2025-09-28T00:33:43.190385
8561,46.3,184.6,Sandstone,Medium,3.9,4,0.298033,29.8,Low,Safe operations,2025-09-28T00:33:43.190426
8562,71.3,435.0,Shale,Medium,13.1,7,0.479166,47.92,Medium,Caution advised,2025-09-28T00:33:43.190453
8563,65.8,433.2,Limestone,Low,26.6,20,0.284079,28.41,Low,Safe operations,2025-09-28T00:33:43.190483
8564,72.2,503.4,Sandstone,High,44.5,0,0.774985,77.5,High,Enhanced monitoring needed,2025-09-28T00:33:43.190509
8565,45.7,447.2,Granite,Low,2.2,7,0.187856,18.79,Low,Safe operations,2025-09-28T00:33:43.190535
8566,59.4,286.0,Limestone,Medium,1.1,12,0.247093,24.71,Low,Safe operations,2025-09-28T00:33:43.190563
8567,40.4,309.9,Shale,Medium,5.5,5,0.340797,34.08,Low,Safe operations,2025-09-28T00:33:43.190596
8568,40.3,123.9,Limestone,Medium,7.2,1,0.247736,24.77,Low,Safe operations,2025-09-28T00:33:43.190639
8569,45.7,381.0,Granite,High,5.0,25,0.223817,22.38,Low,Safe operations,2025-09-28T00:33:43.190666
8570,43.1,541.9,Limestone,Medium,13.0,16,0.266172,26.62,Low,Safe operations,2025-09-28T00:33:43.190692
8571,52.4,711.2,Limestone,High,13.2,3,0.469942,46.99,Medium,Caution advised,2025-09-28T00:33:43.190733
8572,69.2,559.1,Granite,High,9.1,13,0.376586,37.66,Low,Safe operations,2025-09-28T00:33:43.190759
8573,42.4,350.9,Shale,Medium,12.7,6,0.350127,35.01,Low,Safe operations,2025-09-28T00:33:43.190785
8574,40.7,337.4,Sandstone,Medium,6.8,27,0.257013,25.7,Low,Safe operations,2025-09-28T00:33:43.190811
8575,32.8,490.7,Limestone,Medium,51.8,17,0.303813,30.38,Low,Safe operations,2025-09-28T00:33:43.190851
8576,31.6,294.7,Granite,Medium,4.2,4,0.195551,19.56,Low,Safe operations,2025-09-28T00:33:43.190891
8577,57.4,506.9,Granite,Medium,4.6,4,0.315372,31.54,Low,Safe operations,2025-09-28T00:33:43.190918
8578,60.0,301.0,Limestone,High,7.9,0,0.394424,39.44,Low,Safe operations,2025-09-28T00:33:43.190946
8579,58.0,750.1,Limestone,Medium,5.4,27,0.388409,38.84,Low,Safe operations,2025-09-28T00:33:43.190988
8580,70.3,281.0,Shale,Low,34.5,4,0.522008,52.2,Medium,Caution advised,2025-09-28T00:33:43.191163
8581,49.9,406.2,Sandstone,Medium,11.7,4,0.361307,36.13,Low,Safe operations,2025-09-28T00:33:43.191212
8582,43.8,573.0,Granite,Medium,11.6,23,0.237493,23.75,Low,Safe operations,2025-09-28T00:33:43.191249
8583,49.6,737.1,Sandstone,High,3.0,12,0.462722,46.27,Medium,Caution advised,2025-09-28T00:33:43.191534
8584,70.6,472.6,Limestone,High,13.6,4,0.456993,45.7,Medium,Caution advised,2025-09-28T00:33:43.191636
8585,61.9,544.5,Shale,High,3.2,1,0.641063,64.11,Medium,Caution advised,2025-09-28T00:33:43.191670
8586,51.7,783.1,Shale,Medium,5.8,13,0.480806,48.08,Medium,Caution advised,2025-09-28T00:33:43.191784
8587,44.5,506.4,Sandstone,Low,13.2,23,0.272753,27.28,Low,Safe operations,2025-09-28T00:33:43.191855
8588,82.2,381.5,Limestone,Low,8.4,18,0.347883,34.79,Low,Safe operations,2025-09-28T00:33:43.191916
8589,54.3,596.1,Limestone,High,45.4,17,0.41566,41.57,Medium,Caution advised,2025-09-28T00:33:43.191949
8590,57.2,323.1,Shale,Low,37.1,9,0.355846,35.58,Low,Safe operations,2025-09-28T00:33:43.191998
8591,67.1,267.2,Limestone,Low,4.4,4,0.289727,28.97,Low,Safe operations,2025-09-28T00:33:43.192088
8592,60.0,571.2,Shale,Medium,7.6,3,0.578711,57.87,Medium,Caution advised,2025-09-28T00:33:43.192137
8593,57.5,403.6,Sandstone,High,46.2,26,0.42793,42.79,Medium,Caution advised,2025-09-28T00:33:43.192169
8594,72.4,262.1,Limestone,Low,14.8,18,0.261923,26.19,Low,Safe operations,2025-09-28T00:33:43.192199
8595,73.1,189.0,Limestone,Low,35.6,21,0.281879,28.19,Low,Safe operations,2025-09-28T00:33:43.192271
8596,74.6,273.4,Limestone,Medium,8.6,27,0.318014,31.8,Low,Safe operations,2025-09-28T00:33:43.192313
8597,66.1,302.1,Granite,Low,2.7,4,0.251617,25.16,Low,Safe operations,2025-09-28T00:33:43.192343
8598,67.6,584.8,Shale,Medium,1.9,6,0.511102,51.11,Medium,Caution advised,2025-09-28T00:33:43.192369
8599,63.2,552.9,Limestone,Medium,51.1,3,0.477731,47.77,Medium,Caution advised,2025-09-28T00:33:43.192397
8600,73.0,541.5,Limestone,Medium,12.9,1,0.476607,47.66,Medium,Caution advised,2025-09-28T00:33:43.192423
8601,46.2,285.6,Sandstone,Medium,2.6,5,0.307717,30.77,Low,Safe operations,2025-09-28T00:33:43.192450
8602,51.2,374.8,Limestone,Medium,45.4,19,0.289648,28.96,Low,Safe operations,2025-09-28T00:33:43.192477
8603,56.4,402.9,Limestone,Medium,14.0,9,0.285845,28.58,Low,Safe operations,2025-09-28T00:33:43.192503
8604,32.1,551.8,Shale,High,5.0,29,0.395008,39.5,Low,Safe operations,2025-09-28T00:33:43.192549
8605,45.6,489.4,Granite,High,37.2,17,0.293552,29.36,Low,Safe operations,2025-09-28T00:33:43.192577
8606,73.8,255.2,Sandstone,Medium,11.1,13,0.372984,37.3,Low,Safe operations,2025-09-28T00:33:43.192605
8607,46.6,178.8,Sandstone,Medium,11.2,24,0.240756,24.08,Low,Safe operations,2025-09-28T00:33:43.192653
8608,42.5,295.9,Shale,Medium,1.3,11,0.299324,29.93,Low,Safe operations,2025-09-28T00:33:43.192681
8609,48.1,470.9,Sandstone,Medium,11.3,20,0.31461,31.46,Low,Safe operations,2025-09-28T00:33:43.192708
8610,54.9,282.0,Granite,Medium,9.9,2,0.264936,26.49,Low,Safe operations,2025-09-28T00:33:43.192736
8611,56.0,334.3,Granite,Medium,57.9,2,0.371865,37.19,Low,Safe operations,2025-09-28T00:33:43.192762
8612,45.1,581.4,Limestone,High,12.8,24,0.32948,32.95,Low,Safe operations,2025-09-28T00:33:43.192789
8613,50.2,154.8,Limestone,Low,30.4,26,0.165317,16.53,Low,Safe operations,2025-09-28T00:33:43.192836
8614,60.6,407.6,Limestone,Medium,1.1,18,0.277898,27.79,Low,Safe operations,2025-09-28T00:33:43.192865
8615,51.5,329.6,Sandstone,High,46.6,18,0.387388,38.74,Low,Safe operations,2025-09-28T00:33:43.192892
8616,68.3,299.1,Sandstone,Medium,13.3,5,0.483451,48.35,Medium,Caution advised,2025-09-28T00:33:43.192918
8617,68.9,717.8,Shale,Low,11.8,2,0.643793,64.38,Medium,Caution advised,2025-09-28T00:33:43.192961
8618,41.0,555.6,Sandstone,High,2.1,4,0.427295,42.73,Medium,Caution advised,2025-09-28T00:33:43.193012
8619,48.8,276.4,Shale,Medium,54.2,23,0.382886,38.29,Low,Safe operations,2025-09-28T00:33:43.193065
8620,61.2,375.2,Limestone,Medium,6.9,8,0.300924,30.09,Low,Safe operations,2025-09-28T00:33:43.193126
8621,55.3,155.5,Limestone,Low,46.9,18,0.218336,21.83,Low,Safe operations,2025-09-28T00:33:43.193195
8622,43.2,428.1,Shale,Medium,18.6,3,0.404863,40.49,Medium,Caution advised,2025-09-28T00:33:43.193253
8623,43.0,590.6,Sandstone,Medium,11.1,0,0.441617,44.16,Medium,Caution advised,2025-09-28T00:33:43.193300
8624,53.5,584.6,Granite,Medium,4.1,18,0.267,26.7,Low,Safe operations,2025-09-28T00:33:43.193357
8625,69.6,368.9,Shale,Low,39.6,13,0.411439,41.14,Medium,Caution advised,2025-09-28T00:33:43.193414
8626,42.2,186.7,Sandstone,Low,48.3,8,0.275825,27.58,Low,Safe operations,2025-09-28T00:33:43.193479
8627,55.0,292.4,Limestone,Medium,25.7,15,0.243961,24.4,Low,Safe operations,2025-09-28T00:33:43.193513
8628,63.0,399.1,Shale,Medium,11.1,26,0.389533,38.95,Low,Safe operations,2025-09-28T00:33:43.193541
8629,45.1,317.1,Granite,Medium,40.9,21,0.206877,20.69,Low,Safe operations,2025-09-28T00:33:43.193567
8630,47.1,462.6,Granite,Medium,51.7,3,0.349556,34.96,Low,Safe operations,2025-09-28T00:33:43.193597
8631,63.4,400.8,Shale,Medium,11.1,1,0.561241,56.12,Medium,Caution advised,2025-09-28T00:33:43.193625
8632,40.4,469.1,Granite,High,0.7,8,0.265352,26.54,Low,Safe operations,2025-09-28T00:33:43.193651
8633,47.9,290.4,Granite,Medium,14.6,4,0.22803,22.8,Low,Safe operations,2025-09-28T00:33:43.193678
8634,73.2,436.7,Sandstone,Low,7.2,1,0.535966,53.6,Medium,Caution advised,2025-09-28T00:33:43.193704
8635,31.3,173.7,Limestone,Medium,15.4,2,0.238035,23.8,Low,Safe operations,2025-09-28T00:33:43.193765
8636,54.2,257.0,Granite,High,12.4,9,0.245752,24.58,Low,Safe operations,2025-09-28T00:33:43.193795
8637,48.0,284.8,Limestone,Medium,0.6,11,0.210695,21.07,Low,Safe operations,2025-09-28T00:33:43.193821
8638,74.4,478.8,Sandstone,Medium,58.3,20,0.524587,52.46,Medium,Caution advised,2025-09-28T00:33:43.193848
8639,53.6,486.2,Granite,High,3.4,26,0.279046,27.9,Low,Safe operations,2025-09-28T00:33:43.193874
8640,74.6,292.4,Shale,Medium,12.3,2,0.583891,58.39,Medium,Caution advised,2025-09-28T00:33:43.193901
8641,63.9,369.0,Sandstone,Medium,10.8,20,0.345291,34.53,Low,Safe operations,2025-09-28T00:33:43.193928
8642,47.6,420.8,Shale,High,14.4,1,0.474672,47.47,Medium,Caution advised,2025-09-28T00:33:43.193954
8643,57.7,261.2,Shale,High,36.9,20,0.412141,41.21,Medium,Caution advised,2025-09-28T00:33:43.193991
8644,53.0,517.5,Sandstone,Medium,0.8,1,0.431255,43.13,Medium,Caution advised,2025-09-28T00:33:43.194072
8645,55.9,484.8,Limestone,Medium,12.7,7,0.321611,32.16,Low,Safe operations,2025-09-28T00:33:43.194103
8646,74.6,412.2,Limestone,Low,2.2,1,0.395509,39.55,Low,Safe operations,2025-09-28T00:33:43.194140
8647,89.2,312.7,Limestone,High,8.8,23,0.469994,47.0,Medium,Caution advised,2025-09-28T00:33:43.194194
8648,41.8,409.3,Shale,Medium,11.6,9,0.34215,34.22,Low,Safe operations,2025-09-28T00:33:43.194223
8649,71.3,345.5,Limestone,High,9.8,3,0.431744,43.17,Medium,Caution advised,2025-09-28T00:33:43.194251
8650,72.0,384.5,Sandstone,Medium,8.0,8,0.418192,41.82,Medium,Caution advised,2025-09-28T00:33:43.194278
8651,34.6,342.4,Limestone,Medium,45.7,19,0.246365,24.64,Low,Safe operations,2025-09-28T00:33:43.194322
8652,72.9,446.7,Sandstone,Medium,38.0,21,0.451551,45.16,Medium,Caution advised,2025-09-28T00:33:43.194357
8653,43.1,572.9,Limestone,High,35.7,25,0.352725,35.27,Low,Safe operations,2025-09-28T00:33:43.194385
8654,46.2,304.1,Limestone,Medium,42.0,26,0.249385,24.94,Low,Safe operations,2025-09-28T00:33:43.194412
8655,43.1,145.3,Limestone,Medium,50.8,6,0.279349,27.93,Low,Safe operations,2025-09-28T00:33:43.194461
8656,69.1,493.2,Limestone,High,8.7,23,0.391954,39.2,Low,Safe operations,2025-09-28T00:33:43.194489
8657,63.5,300.7,Limestone,Medium,7.9,11,0.275121,27.51,Low,Safe operations,2025-09-28T00:33:43.194515
8658,75.0,296.8,Granite,Medium,5.0,12,0.289838,28.98,Low,Safe operations,2025-09-28T00:33:43.194542
8659,58.0,444.2,Shale,Low,42.8,26,0.383236,38.32,Low,Safe operations,2025-09-28T00:33:43.194568
8660,52.2,507.3,Sandstone,Medium,7.6,2,0.416356,41.64,Medium,Caution advised,2025-09-28T00:33:43.194595
8661,41.7,526.2,Sandstone,Low,12.0,28,0.272132,27.21,Low,Safe operations,2025-09-28T00:33:43.194620
8662,72.3,479.6,Limestone,Low,40.3,8,0.386394,38.64,Low,Safe operations,2025-09-28T00:33:43.194646
8663,50.5,562.0,Sandstone,Low,7.0,2,0.384004,38.4,Low,Safe operations,2025-09-28T00:33:43.194674
8664,58.7,507.3,Granite,High,32.2,0,0.433829,43.38,Medium,Caution advised,2025-09-28T00:33:43.194700
8665,56.0,480.4,Granite,Medium,2.2,4,0.301202,30.12,Low,Safe operations,2025-09-28T00:33:43.194726
8666,61.0,278.8,Limestone,Medium,59.7,24,0.346176,34.62,Low,Safe operations,2025-09-28T00:33:43.194753
8667,58.7,428.5,Granite,Low,43.0,15,0.241854,24.19,Low,Safe operations,2025-09-28T00:33:43.194779
8668,32.9,345.2,Shale,Medium,14.6,2,0.372797,37.28,Low,Safe operations,2025-09-28T00:33:43.194822
8669,58.5,312.0,Limestone,High,5.6,18,0.289826,28.98,Low,Safe operations,2025-09-28T00:33:43.194851
8670,62.0,269.4,Shale,Low,1.0,20,0.304501,30.45,Low,Safe operations,2025-09-28T00:33:43.194878
8671,59.8,494.3,Granite,Medium,36.4,26,0.297109,29.71,Low,Safe operations,2025-09-28T00:33:43.194904
8672,87.7,156.2,Limestone,Low,9.2,26,0.340198,34.02,Low,Safe operations,2025-09-28T00:33:43.194958
8673,73.1,534.9,Shale,High,14.6,21,0.531838,53.18,Medium,Caution advised,2025-09-28T00:33:43.195056
8674,60.5,255.8,Shale,Medium,1.3,12,0.345316,34.53,Low,Safe operations,2025-09-28T00:33:43.195088
8675,55.8,725.0,Limestone,Low,10.2,28,0.326482,32.65,Low,Safe operations,2025-09-28T00:33:43.195146
8676,44.0,349.8,Granite,Low,10.3,14,0.123707,12.37,Low,Safe operations,2025-09-28T00:33:43.195182
8677,53.6,312.5,Limestone,High,13.8,15,0.275321,27.53,Low,Safe operations,2025-09-28T00:33:43.195216
8678,73.2,787.5,Limestone,Low,8.0,13,0.436924,43.69,Medium,Caution advised,2025-09-28T00:33:43.195277
8679,58.5,254.9,Limestone,Medium,43.9,10,0.300258,30.03,Low,Safe operations,2025-09-28T00:33:43.195311
8680,32.2,539.8,Granite,High,8.9,1,0.341922,34.19,Low,Safe operations,2025-09-28T00:33:43.195354
8681,40.9,470.5,Sandstone,Medium,42.9,6,0.38793,38.79,Low,Safe operations,2025-09-28T00:33:43.195382
8682,59.3,391.4,Granite,Medium,15.7,10,0.249688,24.97,Low,Safe operations,2025-09-28T00:33:43.195408
8683,34.8,356.8,Limestone,Medium,17.9,0,0.300928,30.09,Low,Safe operations,2025-09-28T00:33:43.195457
8684,48.1,377.4,Limestone,High,54.9,23,0.352382,35.24,Low,Safe operations,2025-09-28T00:33:43.195485
8685,50.3,366.5,Sandstone,Medium,3.5,1,0.377212,37.72,Low,Safe operations,2025-09-28T00:33:43.195512
8686,46.4,761.3,Sandstone,Low,41.2,0,0.515005,51.5,Medium,Caution advised,2025-09-28T00:33:43.195556
8687,45.1,320.8,Granite,Medium,5.4,1,0.251537,25.15,Low,Safe operations,2025-09-28T00:33:43.195583
8688,62.8,280.6,Shale,Medium,7.2,3,0.506533,50.65,Medium,Caution advised,2025-09-28T00:33:43.195610
8689,54.7,550.4,Limestone,Medium,35.5,25,0.333905,33.39,Low,Safe operations,2025-09-28T00:33:43.195637
8690,53.0,290.6,Limestone,Low,50.5,4,0.304249,30.42,Low,Safe operations,2025-09-28T00:33:43.195663
8691,40.1,371.5,Sandstone,Low,49.1,18,0.285469,28.55,Low,Safe operations,2025-09-28T00:33:43.195689
8692,72.9,502.7,Shale,High,2.3,17,0.514006,51.4,Medium,Caution advised,2025-09-28T00:33:43.195716
8693,71.9,415.1,Granite,Low,10.7,14,0.25435,25.43,Low,Safe operations,2025-09-28T00:33:43.195743
8694,55.4,549.8,Sandstone,High,10.1,14,0.408854,40.89,Medium,Caution advised,2025-09-28T00:33:43.195771
8695,58.7,594.0,Limestone,High,4.1,3,0.444939,44.49,Medium,Caution advised,2025-09-28T00:33:43.195799
8696,66.3,562.5,Granite,Medium,12.1,21,0.317854,31.79,Low,Safe operations,2025-09-28T00:33:43.195825
8697,45.0,352.1,Shale,Medium,8.6,0,0.410806,41.08,Medium,Caution advised,2025-09-28T00:33:43.195851
8698,55.1,337.6,Granite,Medium,5.0,7,0.232753,23.28,Low,Safe operations,2025-09-28T00:33:43.195877
